NAME,SITE,DATE,COUNT,TRANSECT,QUAD,PHYLUM,MOBILITY,GROWTH
1,5,42214,62,6.3125,2.3125,2,1,1
1,5,42569,79,5.791666667,2.916666667,2,1,1
1,5,42570,45,3,3,2,1,1
1,5,42936,77,6.15,2.5,2,1,1
1,5,42937,51,3,2.5,2,1,1
1,5,43301,23,3.416666667,2.5,2,1,1
1,6,37124,5,3,0.333333333,2,1,1
1,6,37495,18,2.111111111,1.666666667,2,1,1
1,6,37496,8,4,3.5,2,1,1
1,6,37858,35,3.142857143,2.785714286,2,1,1
1,6,38191,20,3,2.545454545,2,1,1
1,6,38561,38,4.285714286,2.642857143,2,1,1
1,6,38924,77,3.476190476,2.142857143,2,1,1
1,6,39280,131,3.888888889,2.777777778,2,1,1
1,6,39652,40,3.090909091,2.227272727,2,1,1
1,6,40009,25,4.375,2.625,2,1,1
1,6,40021,24,2.909090909,2.090909091,2,1,1
1,6,40381,102,3.666666667,2.166666667,2,1,1
1,6,40745,21,4,2,2,1,1
1,6,40746,58,2.444444444,2.777777778,2,1,1
1,6,40749,22,3,2.4,2,1,1
1,6,41115,104,3.142857143,2.857142857,2,1,1
1,6,41480,164,3.153846154,2.576923077,2,1,1
1,6,41837,1,2,2,2,1,1
1,6,41843,24,3.428571429,2.714285714,2,1,1
1,6,42208,170,2.961538462,2.538461538,2,1,1
1,6,42572,108,3.391304348,2.47826087,2,1,1
1,6,42937,52,3.055555556,2.333333333,2,1,1
1,6,43304,9,2.8,3,2,1,1
1,6,43312,7,3.2,1.4,2,1,1
1,7,37125,1,1,2,2,1,1
1,7,38555,9,1.25,1.5,2,1,1
1,7,38925,2,2,2.5,2,1,1
1,7,39283,11,1.4,2.6,2,1,1
1,7,39660,8,1.666666667,3.666666667,2,1,1
1,7,40018,6,1.75,2.75,2,1,1
1,7,40379,1,2,3,2,1,1
1,7,40744,2,1.5,4,2,1,1
1,7,41107,11,1.75,3.25,2,1,1
1,7,41478,2,1.5,0.5,2,1,1
1,7,41838,4,1.333333333,0.333333333,2,1,1
1,7,42570,8,1.25,2,2,1,1
1,7,42933,7,2,2.75,2,1,1
1,7,43298,11,1.666666667,2.333333333,2,1,1
1,8,37130,1,2,3,2,1,1
1,8,37496,5,2,1.5,2,1,1
1,8,37847,2,2,3,2,1,1
1,8,38194,10,1.857142857,2.285714286,2,1,1
1,8,38554,8,2,2.5,2,1,1
1,8,38917,1,2,3,2,1,1
1,8,39282,12,2,3,2,1,1
1,8,39658,29,2,2,2,1,1
1,8,40022,10,2,2.25,2,1,1
1,8,40385,21,2,1.5,2,1,1
1,8,40749,20,2,1.5,2,1,1
1,8,41114,30,2,2.5,2,1,1
1,8,41485,15,2,3,2,1,1
1,8,41837,9,2,2,2,1,1
1,8,42207,4,2,3,2,1,1
1,9,38224,1,2,1,2,1,1
1,9,38558,3,2,0.5,2,1,1
1,9,39289,2,2,3,2,1,1
1,9,39659,1,2,3,2,1,1
1,9,40023,2,2,1.5,2,1,1
1,9,40751,1,2,0,2,1,1
1,9,41842,1,2,1,2,1,1
1,9,42206,2,2,1,2,1,1
1,9,42571,5,2,2.5,2,1,1
1,9,42934,4,2,3,2,1,1
1,9,43300,4,2,1.5,2,1,1
1,10,38229,7,2.4,2.6,2,1,1
1,10,38560,27,2.285714286,2.285714286,2,1,1
1,10,38922,5,2.5,2.75,2,1,1
1,10,39289,3,2,4,2,1,1
1,10,39659,6,2,2.666666667,2,1,1
1,10,40023,5,2.5,2.5,2,1,1
1,10,40388,6,2.25,3.25,2,1,1
1,10,40750,3,2,3.5,2,1,1
1,10,41113,2,2,5,2,1,1
1,10,41484,2,2,5,2,1,1
1,10,41842,6,2,4.5,2,1,1
1,10,42206,8,2.333333333,4.666666667,2,1,1
1,10,42571,6,2.333333333,3.333333333,2,1,1
1,10,42934,2,2,5,2,1,1
2,0,38552,1,6,4,2,1,1
2,0,42570,8,5,5,2,1,1
2,0,42935,10,1,5,2,1,1
2,1,36787,86,1.777777778,2.777777778,2,1,1
2,1,36791,193,6.230769231,2.769230769,2,1,1
2,1,37112,68,2.5,1.625,2,1,1
2,1,37119,179,6.25,2.5,2,1,1
2,1,37482,162,4.875,2.625,2,1,1
2,1,37483,273,4.083333333,2.666666667,2,1,1
2,1,37844,56,1.666666667,2.5,2,1,1
2,1,37845,206,6.875,2.75,2,1,1
2,1,38187,33,2.4,1.2,2,1,1
2,1,38188,109,6.538461538,2.461538462,2,1,1
2,1,38551,43,2,2.555555556,2,1,1
2,1,38562,47,7,2.8,2,1,1
2,1,38915,12,2.25,2,2,1,1
2,1,38916,70,6.7,1.9,2,1,1
2,1,39286,25,2,2.857142857,2,1,1
2,1,39287,19,6.875,2.375,2,1,1
2,1,39657,9,5.75,3.25,2,1,1
2,1,39661,43,2,3.285714286,2,1,1
2,1,40015,66,2.166666667,2.166666667,2,1,1
2,1,40016,5,6,3.333333333,2,1,1
2,1,40386,62,3,3.125,2,1,1
2,1,40387,54,6,2,2,1,1
2,1,40743,89,2.818181818,2.545454545,2,1,1
2,1,40745,15,7.25,1.75,2,1,1
2,1,41108,23,3.5,2.5,2,1,1
2,1,41481,16,6.75,3,2,1,1
2,1,41486,77,2.3,2.8,2,1,1
2,1,41844,91,3.882352941,2.176470588,2,1,1
2,1,42212,135,3.642857143,2.428571429,2,1,1
2,1,42577,58,3.5,2.1,2,1,1
2,1,42940,48,4,3,2,1,1
2,1,42941,3,3,1.666666667,2,1,1
2,1,43297,61,4.615384615,2.307692308,2,1,1
2,2,38917,1,6,1,2,1,1
2,3,38555,48,1,4,2,1,1
2,3,39279,286,1.25,1.75,2,1,1
2,4,37117,1,2,4,2,1,1
2,4,37481,2,2,4.5,2,1,1
2,5,37117,1,2,1,2,1,1
2,5,41109,2,3,3,2,1,1
2,5,42209,1,5,0,2,1,1
2,6,37124,134,3,2.272727273,2,1,1
2,6,37495,89,3.7,1.5,2,1,1
2,6,37496,70,5,2.4,2,1,1
2,6,37858,178,3.941176471,2.058823529,2,1,1
2,6,38191,203,3.823529412,1.823529412,2,1,1
2,6,38561,198,3.736842105,2.526315789,2,1,1
2,6,38924,401,4,2.294117647,2,1,1
2,6,39280,217,3,2.285714286,2,1,1
2,6,39652,418,4,2.058823529,2,1,1
2,6,40009,164,5,2.4,2,1,1
2,6,40021,228,3.416666667,2,2,1,1
2,6,40381,395,3.833333333,2.166666667,2,1,1
2,6,40745,122,5,2.4,2,1,1
2,6,40746,204,3.090909091,1.636363636,2,1,1
2,6,41115,177,3.727272727,1.818181818,2,1,1
2,6,41480,355,3.6,1.733333333,2,1,1
2,6,41837,98,3.2,2,2,1,1
2,6,41843,226,5,2.4,2,1,1
2,6,42208,449,4.066666667,2.066666667,2,1,1
2,6,42572,203,3.916666667,2.5,2,1,1
2,6,42937,206,3.5,2,2,1,1
2,6,43304,303,3.5,2.1,2,1,1
2,9,38224,22,2.5,4.5,2,1,1
2,9,38558,50,2,3,2,1,1
2,9,38922,25,2,5,2,1,1
2,9,39289,49,2.4,2.6,2,1,1
2,9,39659,77,2.5,4,2,1,1
2,9,40023,53,2.5,4.5,2,1,1
2,9,40388,74,2.666666667,4.666666667,2,1,1
2,9,40751,101,2.5,3.25,2,1,1
2,9,41113,85,2.5,3.75,2,1,1
2,9,41484,162,2.5,3.75,2,1,1
2,9,41842,49,2.5,2.5,2,1,1
2,9,42206,212,2.5,3.75,2,1,1
2,9,42571,61,2.666666667,4,2,1,1
2,9,42934,75,2.25,3.75,2,1,1
2,9,43300,74,2.333333333,4,2,1,1
2,10,38229,9,3,3,2,1,1
2,10,38560,47,2.5,1.5,2,1,1
2,10,38922,62,2,1,2,1,1
2,10,39289,58,2,1,2,1,1
2,10,39659,6,2,1,2,1,1
2,10,40023,9,2,1,2,1,1
2,10,40750,10,2,1,2,1,1
2,10,41113,14,2,1,2,1,1
2,10,41484,41,2.5,3,2,1,1
2,10,41842,11,2.5,3,2,1,1
2,10,42206,81,2,1,2,1,1
2,10,42571,12,2.5,3,2,1,1
2,10,42934,17,2,0.5,2,1,1
2,10,43300,37,2,1,2,1,1
3,0,37855,1,6,2,4,1,0
3,0,38195,1,6,5,4,1,0
3,0,38196,29,7.142857143,2.285714286,4,1,0
3,0,38553,18,8,3.5,4,1,0
3,0,38919,88,6.818181818,2.636363636,4,1,0
3,0,38923,17,5.4,3.2,4,1,0
3,0,39281,52,3.785714286,2.714285714,4,1,0
3,0,39288,103,7,2.444444444,4,1,0
3,0,39653,11,4.666666667,2,4,1,0
3,0,39654,5,5,0,4,1,0
3,0,40018,26,7,3.666666667,4,1,0
3,0,40024,3,6.5,3,4,1,0
3,0,40380,63,2,1.666666667,4,1,0
3,0,43299,1,7,0,4,1,0
3,1,36791,1,6,1,4,1,0
3,1,37482,11,5.2,3.2,4,1,0
3,1,37483,4,5.333333333,3.333333333,4,1,0
3,1,37844,25,2.375,1.625,4,1,0
3,1,37845,29,6.272727273,2.727272727,4,1,0
3,1,38187,51,2.75,2.5,4,1,0
3,1,38188,33,5.615384615,2.692307692,4,1,0
3,1,38562,32,7.25,2.5,4,1,0
3,1,38915,11,2.833333333,2.833333333,4,1,0
3,1,38916,32,5.428571429,2.714285714,4,1,0
3,1,39286,6,3.4,1.4,4,1,0
3,1,39287,27,6.444444444,2.666666667,4,1,0
3,1,39657,7,5.75,2.75,4,1,0
3,1,39661,12,4,2,4,1,0
3,1,40386,9,4.5,2,4,1,0
3,1,40743,3,5,5,4,1,0
3,1,41844,4,6,5,4,1,0
3,1,42212,3,6,1.5,4,1,0
3,1,42940,1,5,1,4,1,0
3,2,37487,34,3.5,1.5,4,1,0
3,2,37847,29,1.8,1,4,1,0
3,2,38554,51,1.333333333,2.333333333,4,1,0
3,2,38917,30,2.75,2.25,4,1,0
3,2,39282,66,2,3.75,4,1,0
3,2,39658,35,2,2.25,4,1,0
3,3,37110,69,2,2.8,4,1,0
3,3,37488,23,1.25,2,4,1,0
3,3,37860,71,1.5,2.5,4,1,0
3,3,38190,126,1.25,2.75,4,1,0
3,3,38555,33,1.333333333,3.166666667,4,1,0
3,3,38925,65,1.25,2.25,4,1,0
3,3,39660,57,1.444444444,3.111111111,4,1,0
3,3,40382,19,1,3,4,1,0
3,3,42933,8,2,5,4,1,0
3,4,37481,74,1.5,1.5,4,1,0
3,4,37859,21,1.666666667,2.833333333,4,1,0
3,4,38189,8,1.8,2.8,4,1,0
3,4,38918,24,2,2.5,4,1,0
3,4,39651,9,1.25,3,4,1,0
3,4,43298,2,1,0,4,1,0
3,5,37481,33,1,2,4,1,0
3,5,37859,32,1.666666667,2.555555556,4,1,0
3,5,38189,17,1.8,3,4,1,0
3,5,38559,1,2,5,4,1,0
3,5,38918,64,1.666666667,2.833333333,4,1,0
3,5,39651,12,1.666666667,3.666666667,4,1,0
3,5,41109,1,2,1,4,1,0
3,5,41479,1,3,0,4,1,0
3,5,41841,5,6.666666667,3.333333333,4,1,0
3,5,42936,15,7.5,1.5,4,1,0
3,6,37124,1,3,2,4,1,0
3,6,37495,1,6,0,4,1,0
3,6,37496,11,4.6,3,4,1,0
3,6,37858,5,1.5,3.5,4,1,0
3,6,38561,6,3,2.5,4,1,0
3,6,38924,58,1.5,2.666666667,4,1,0
3,6,39652,11,4,2.333333333,4,1,0
3,6,40021,10,1,4,4,1,0
3,6,40381,12,1.5,2,4,1,0
3,6,40746,3,6,4,4,1,0
3,6,42937,2,1,0.5,4,1,0
3,7,37488,2,1,5,4,1,0
3,7,37860,1,1,3,4,1,0
3,7,38555,14,1,4.5,4,1,0
3,7,39283,21,2,4,4,1,0
3,7,39660,7,1,4.5,4,1,0
3,7,41478,2,1,0,4,1,0
3,7,41838,1,1,4,4,1,0
3,7,42933,3,2,2,4,1,0
3,8,37847,54,2,2.5,4,1,0
3,8,38194,11,2,2.666666667,4,1,0
3,8,38554,2,2,3,4,1,0
3,8,39658,47,2,0.5,4,1,0
3,8,40385,16,1.75,2,4,1,0
3,8,40749,3,2,0,4,1,0
3,9,39289,1,3,5,4,1,0
3,9,39659,12,2.6,2,4,1,0
3,9,40023,4,2,4,4,1,0
3,9,40388,14,2.571428571,2.142857143,4,1,0
3,10,38922,8,2,2,4,1,0
3,10,39289,40,2.428571429,1.714285714,4,1,0
3,10,40388,30,2,1,4,1,0
4,1,42577,4,5.75,2,0,0,0
4,9,42571,2,3,2,0,0,0
4,10,42571,11,2.6,3.4,0,0,0
4,10,42934,14,2.571428571,3.142857143,0,0,0
4,10,43300,1,2,2,0,0,0
5,0,36777,202,4.764705882,2.558823529,6,1,1
5,0,37111,199,4.466666667,2.533333333,6,1,1
5,0,37118,225,4.592592593,2.666666667,6,1,1
5,0,37489,520,4.555555556,2.6,6,1,1
5,0,37854,183,5.956521739,2.608695652,6,1,1
5,0,37855,287,3.090909091,2.5,6,1,1
5,0,38195,285,3.142857143,2.476190476,6,1,1
5,0,38196,91,5.894736842,2.526315789,6,1,1
5,0,38552,213,3.333333333,2.555555556,6,1,1
5,0,38553,96,6,2.631578947,6,1,1
5,0,38919,96,6.176470588,2.529411765,6,1,1
5,0,38923,245,3.142857143,2.523809524,6,1,1
5,0,39281,169,3.733333333,2.7,6,1,1
5,0,39288,195,6.636363636,2.272727273,6,1,1
5,0,39653,197,4.9,2.7,6,1,1
5,0,39654,51,3.090909091,2.090909091,6,1,1
5,0,40018,25,5.5,2.833333333,6,1,1
5,0,40024,188,4.076923077,2.269230769,6,1,1
5,0,40378,38,5.875,3.125,6,1,1
5,0,40380,196,4.347826087,2.304347826,6,1,1
5,0,40742,160,3.75,2.8,6,1,1
5,0,40746,45,6,2.5,6,1,1
5,0,41110,218,4.3,2.433333333,6,1,1
5,0,41472,14,5.875,2.625,6,1,1
5,0,41477,200,4.666666667,2.333333333,6,1,1
5,0,41836,211,4.535714286,2.571428571,6,1,1
5,0,42213,106,4.64,2.32,6,1,1
5,0,42570,27,6.4,2.533333333,6,1,1
5,0,42573,143,3.666666667,2.666666667,6,1,1
5,0,42935,127,4.666666667,2.5,6,1,1
5,0,43299,211,4.852941176,2.5,6,1,1
5,1,36787,49,2.857142857,3,6,1,1
5,1,36791,19,6,3,6,1,1
